x-axis,1
second,Volt
-14.00000E-03,
-13.97500E-03,-89.51005E-03
-13.95000E-03,-89.51005E-03
-13.92500E-03,-89.51005E-03
-13.90000E-03,-89.51005E-03
-13.87500E-03,-89.51005E-03
-13.85000E-03,-89.51005E-03
-13.82500E-03,-89.51005E-03
-13.80000E-03,-89.51005E-03
-13.77500E-03,-89.51005E-03
-13.75000E-03,-89.51005E-03
-13.72500E-03,-89.51005E-03
-13.70000E-03,-89.51005E-03
-13.67500E-03,-215.13820E-03
-13.65000E-03,-89.51005E-03
-13.62500E-03,-89.51005E-03
-13.60000E-03,-89.51005E-03
-13.57500E-03,-89.51005E-03
-13.55000E-03,-164.88694E-03
-13.52500E-03,-89.51005E-03
-13.50000E-03,-89.51005E-03
-13.47500E-03,-89.51005E-03
-13.45000E-03,-89.51005E-03
-13.42500E-03,-89.51005E-03
-13.40000E-03,-89.51005E-03
-13.37500E-03,-89.51005E-03
-13.35000E-03,-89.51005E-03
-13.32500E-03,-89.51005E-03
-13.30000E-03,-89.51005E-03
-13.27500E-03,-89.51005E-03
-13.25000E-03,-89.51005E-03
-13.22500E-03,-89.51005E-03
-13.20000E-03,-89.51005E-03
-13.17500E-03,-89.51005E-03
-13.15000E-03,-89.51005E-03
-13.12500E-03,-89.51005E-03
-13.10000E-03,-89.51005E-03
-13.07500E-03,-89.51005E-03
-13.05000E-03,-89.51005E-03
-13.02500E-03,-89.51005E-03
-13.00000E-03,-89.51005E-03
-12.97500E-03,+36.11809E-03
-12.95000E-03,-89.51005E-03
-12.92500E-03,-89.51005E-03
-12.90000E-03,-89.51005E-03
-12.87500E-03,-89.51005E-03
-12.85000E-03,-215.13820E-03
-12.82500E-03,-89.51005E-03
-12.80000E-03,-89.51005E-03
-12.77500E-03,-89.51005E-03
-12.75000E-03,-89.51005E-03
-12.72500E-03,-89.51005E-03
-12.70000E-03,-89.51005E-03
-12.67500E-03,-89.51005E-03
-12.65000E-03,-89.51005E-03
-12.62500E-03,-89.51005E-03
-12.60000E-03,-89.51005E-03
-12.57500E-03,-89.51005E-03
-12.55000E-03,-89.51005E-03
-12.52500E-03,-89.51005E-03
-12.50000E-03,-89.51005E-03
-12.47500E-03,-89.51005E-03
-12.45000E-03,-89.51005E-03
-12.42500E-03,-89.51005E-03
-12.40000E-03,-89.51005E-03
-12.37500E-03,-89.51005E-03
-12.35000E-03,-89.51005E-03
-12.32500E-03,-89.51005E-03
-12.30000E-03,-89.51005E-03
-12.27500E-03,-89.51005E-03
-12.25000E-03,-89.51005E-03
-12.22500E-03,-89.51005E-03
-12.20000E-03,-89.51005E-03
-12.17500E-03,-89.51005E-03
-12.15000E-03,-164.88694E-03
-12.12500E-03,-89.51005E-03
-12.10000E-03,-89.51005E-03
-12.07500E-03,-89.51005E-03
-12.05000E-03,-89.51005E-03
-12.02500E-03,-89.51005E-03
-12.00000E-03,-89.51005E-03
-11.97500E-03,-89.51005E-03
-11.95000E-03,-89.51005E-03
-11.92500E-03,-89.51005E-03
-11.90000E-03,-89.51005E-03
-11.87500E-03,-89.51005E-03
-11.85000E-03,-89.51005E-03
-11.82500E-03,-89.51005E-03
-11.80000E-03,-89.51005E-03
-11.77500E-03,-89.51005E-03
-11.75000E-03,-89.51005E-03
-11.72500E-03,-89.51005E-03
-11.70000E-03,-89.51005E-03
-11.67500E-03,-215.13820E-03
-11.65000E-03,-491.52011E-03
-11.62500E-03,-290.51508E-03
-11.60000E-03,-416.14322E-03
-11.57500E-03,-365.89197E-03
-11.55000E-03,-290.51508E-03
-11.52500E-03,-290.51508E-03
-11.50000E-03,-767.90202E-03
-11.47500E-03,-692.52513E-03
-11.45000E-03,-893.53016E-03
-11.42500E-03,-893.53016E-03
-11.40000E-03,-968.90705E-03
-11.37500E-03,-1.09453519E+00
-11.35000E-03,-968.90705E-03
-11.32500E-03,-1.09453519E+00
-11.30000E-03,-1.16991207E+00
-11.27500E-03,-1.16991207E+00
-11.25000E-03,-1.16991207E+00
-11.22500E-03,-1.29554021E+00
-11.20000E-03,-1.29554021E+00
-11.17500E-03,-1.42116836E+00
-11.15000E-03,-1.49654524E+00
-11.12500E-03,-1.49654524E+00
-11.10000E-03,-1.49654524E+00
-11.07500E-03,-1.62217338E+00
-11.05000E-03,-1.69755027E+00
-11.02500E-03,-1.69755027E+00
-11.00000E-03,-1.69755027E+00
-10.97500E-03,-1.82317841E+00
-10.95000E-03,-1.89855529E+00
-10.92500E-03,-2.02418344E+00
-10.90000E-03,-1.89855529E+00
-10.87500E-03,-2.02418344E+00
-10.85000E-03,-2.09956032E+00
-10.82500E-03,-2.09956032E+00
-10.80000E-03,-2.17493721E+00
-10.77500E-03,-2.30056535E+00
-10.75000E-03,-2.22518846E+00
-10.72500E-03,-2.30056535E+00
-10.70000E-03,-2.30056535E+00
-10.67500E-03,-2.37594223E+00
-10.65000E-03,-2.37594223E+00
-10.62500E-03,-2.50157037E+00
-10.60000E-03,-2.50157037E+00
-10.57500E-03,-2.50157037E+00
-10.55000E-03,-2.50157037E+00
-10.52500E-03,-2.70257540E+00
-10.50000E-03,-2.70257540E+00
-10.47500E-03,-2.82820354E+00
-10.45000E-03,-2.90358043E+00
-10.42500E-03,-2.90358043E+00
-10.40000E-03,-2.90358043E+00
-10.37500E-03,-2.90358043E+00
-10.35000E-03,-2.97895731E+00
-10.32500E-03,-3.02920857E+00
-10.30000E-03,-3.10458545E+00
-10.27500E-03,-3.10458545E+00
-10.25000E-03,-3.23021360E+00
-10.22500E-03,-3.30559048E+00
-10.20000E-03,-3.30559048E+00
-10.17500E-03,-3.30559048E+00
-10.15000E-03,-3.43121862E+00
-10.12500E-03,-3.38096737E+00
-10.10000E-03,-3.43121862E+00
-10.07500E-03,-3.50659551E+00
-10.05000E-03,-3.50659551E+00
-10.02500E-03,-3.70760053E+00
-10.00000E-03,-3.63222365E+00
-9.97500E-03,-3.50659551E+00
-9.95000E-03,-3.70760053E+00
-9.92500E-03,-3.63222365E+00
-9.90000E-03,-3.70760053E+00
-9.87500E-03,-3.78297742E+00
-9.85000E-03,-3.90860556E+00
-9.82500E-03,-3.90860556E+00
-9.80000E-03,-3.90860556E+00
-9.77500E-03,-3.98398245E+00
-9.75000E-03,-3.98398245E+00
-9.72500E-03,-4.10961059E+00
-9.70000E-03,-4.10961059E+00
-9.67500E-03,-4.23523873E+00
-9.65000E-03,-4.10961059E+00
-9.62500E-03,-4.18498747E+00
-9.60000E-03,-4.10961059E+00
