x-axis,1,2
second,Volt,Volt
-14.00000E-03,,
-13.97500E-03,-169.28385E-03,+3.13567E-03
-13.95000E-03,-169.28385E-03,-1.88946E-03
-13.92500E-03,-43.65571E-03,+10.67335E-03
-13.90000E-03,-93.90697E-03,-1.88946E-03
-13.87500E-03,-169.28385E-03,+10.67335E-03
-13.85000E-03,-169.28385E-03,+10.67335E-03
-13.82500E-03,+31.72117E-03,+10.67335E-03
-13.80000E-03,-169.28385E-03,+10.67335E-03
-13.77500E-03,-169.28385E-03,-1.88946E-03
-13.75000E-03,-169.28385E-03,+3.13567E-03
-13.72500E-03,-169.28385E-03,+10.67335E-03
-13.70000E-03,-169.28385E-03,+10.67335E-03
-13.67500E-03,-169.28385E-03,+3.13567E-03
-13.65000E-03,-169.28385E-03,+10.67335E-03
-13.62500E-03,-43.65571E-03,-1.88946E-03
-13.60000E-03,-169.28385E-03,+3.13567E-03
-13.57500E-03,-169.28385E-03,+10.67335E-03
-13.55000E-03,-169.28385E-03,+3.13567E-03
-13.52500E-03,-169.28385E-03,+10.67335E-03
-13.50000E-03,-169.28385E-03,+10.67335E-03
-13.47500E-03,-169.28385E-03,+10.67335E-03
-13.45000E-03,-169.28385E-03,-1.88946E-03
-13.42500E-03,-169.28385E-03,+10.67335E-03
-13.40000E-03,-93.90697E-03,+10.67335E-03
-13.37500E-03,-93.90697E-03,-1.88946E-03
-13.35000E-03,-169.28385E-03,+10.67335E-03
-13.32500E-03,-169.28385E-03,+3.13567E-03
-13.30000E-03,-169.28385E-03,-1.88946E-03
-13.27500E-03,-169.28385E-03,+10.67335E-03
-13.25000E-03,-43.65571E-03,+3.13567E-03
-13.22500E-03,-93.90697E-03,-1.88946E-03
-13.20000E-03,-169.28385E-03,-1.88946E-03
-13.17500E-03,-169.28385E-03,+10.67335E-03
-13.15000E-03,-169.28385E-03,+10.67335E-03
-13.12500E-03,-169.28385E-03,+3.13567E-03
-13.10000E-03,-93.90697E-03,-1.88946E-03
-13.07500E-03,-169.28385E-03,+10.67335E-03
-13.05000E-03,-43.65571E-03,+10.67335E-03
-13.02500E-03,-169.28385E-03,+3.13567E-03
-13.00000E-03,-169.28385E-03,+10.67335E-03
-12.97500E-03,-169.28385E-03,+10.67335E-03
-12.95000E-03,-169.28385E-03,+10.67335E-03
-12.92500E-03,-169.28385E-03,+10.67335E-03
-12.90000E-03,-169.28385E-03,+10.67335E-03
-12.87500E-03,-169.28385E-03,+10.67335E-03
-12.85000E-03,-169.28385E-03,+3.13567E-03
