time	V(After_R1,FBR_Output)*I(R1)	V(after_r1)	V(fbr_output)	V(gpio)	I(D1)	I(R1)	I(R2)	I(R3)	I(R11)
4.944702010527738e-002	5.913355e-002	2.139361e+000	5.485821e+001	9.710481e-001	2.910421e-008	-1.121678e-003	-5.283678e-008	1.121731e-003	1.058614e-003
4.950571790695137e-002	4.686866e-002	2.012883e+000	4.894716e+001	1.279479e+000	2.936994e-008	-9.986018e-004	-5.341198e-008	9.986552e-004	9.184185e-004
4.961294617044576e-002	2.808965e-002	1.779956e+000	3.811470e+001	1.820222e+000	3.008050e-008	-7.730796e-004	-5.479071e-008	7.731344e-004	6.726264e-004
4.971819393759166e-002	1.427538e-002	1.546604e+000	2.744917e+001	2.308709e+000	3.100016e-008	-5.511184e-004	-5.657757e-008	5.511749e-004	4.505870e-004
4.989695469554750e-002	1.416936e-003	1.140142e+000	9.300778e+000	3.060502e+000	2.208944e-008	-1.736306e-004	-4.054903e-008	1.736711e-004	1.088629e-004
4.990983535860406e-002	1.008793e-003	1.109106e+000	7.994836e+000	3.106777e+000	2.633819e-008	-1.465049e-004	-4.835879e-008	1.465533e-004	8.782864e-005
4.993559668471718e-002	4.028401e-004	1.041436e+000	5.392698e+000	3.183028e+000	3.886935e-008	-9.258006e-005	-7.136800e-008	9.265143e-005	5.316891e-005
4.995964612906247e-002	8.837379e-005	9.619112e-001	2.999942e+000	3.242548e+000	5.766580e-008	-4.336235e-005	-1.059726e-007	4.346832e-005	2.611446e-005
4.998005618496204e-002	6.912334e-006	8.754695e-001	1.445452e+000	3.276630e+000	6.536608e-008	-1.212728e-005	-1.202699e-007	1.224755e-005	1.062272e-005
5.000000000000000e-002	0.000000e+000	7.885073e-001	7.885073e-001	3.294487e+000	5.931512e-008	8.085073e-013	-1.092500e-007	3.705160e-008	2.506001e-006
